sampling,feature_selection,normalization,dim_red,classification,precision_score,recall_score,f1_score
no_sampling,select_univariate,no_norm,umap,tree,0.266363992195989,0.331391826203147,0.295340830123544
no_sampling,select_univariate,min_max_norm,no_dim_reduction,tree,0.323797638303493,0.342258391503675,0.332772181014641
no_sampling,select_univariate,min_max_norm,pca,tree,0.273896027660645,0.329596608841892,0.299175818997202
no_sampling,select_univariate,min_max_norm,umap,tree,0.279670632038996,0.327667772479093,0.301772627406138
no_sampling,select_univariate,robust_scaler,no_dim_reduction,tree,0.25587768983465,0.332746676803281,0.289292988147575
no_sampling,select_univariate,robust_scaler,pca,tree,0.233033867139721,0.329804524615845,0.273100147030429
no_sampling,select_univariate,robust_scaler,umap,tree,0.248989967829421,0.332465961711245,0.284735901399285
no_sampling,select_univariate,standard_scaler,no_dim_reduction,tree,0.272947873804961,0.336226530283134,0.301300632271244
no_sampling,select_univariate,standard_scaler,pca,tree,0.307961062644772,0.338289907157832,0.322413811842012
no_sampling,select_univariate,standard_scaler,umap,tree,0.244235895805395,0.333241758241758,0.28187964944976
no_sampling,select_univariate,log2_transform,no_dim_reduction,tree,0.255539343969988,0.332746676803281,0.289076620881581
no_sampling,select_univariate,log2_transform,pca,tree,0.387160445128778,0.350591724837008,0.367969770262165
no_sampling,select_univariate,log2_transform,umap,tree,0.308896006397599,0.336067569746815,0.321909434933093
no_sampling,select_l1,no_norm,no_dim_reduction,tree,0.348328051356425,0.351024028382519,0.349670843422406
no_sampling,select_l1,no_norm,pca,tree,0.278089587704496,0.326316723109176,0.300279071766635
no_sampling,select_l1,no_norm,umap,tree,0.393921461687396,0.338662773285415,0.364208041350082
no_sampling,select_l1,min_max_norm,no_dim_reduction,tree,0.338757154417107,0.348826226184717,0.343717963819788
no_sampling,select_l1,min_max_norm,pca,tree,0.351756279347094,0.368397954247011,0.359884834831221
no_sampling,select_l1,min_max_norm,umap,tree,0.353616804825332,0.345647015458336,0.349586492703729
no_sampling,select_l1,robust_scaler,no_dim_reduction,tree,0.348328051356425,0.351024028382519,0.349670843422406
no_sampling,select_l1,robust_scaler,pca,tree,0.215238822521388,0.321459096459096,0.25783769589448
no_sampling,select_l1,robust_scaler,umap,tree,0.417868488690242,0.346153270209874,0.378645090124182
no_sampling,select_l1,standard_scaler,no_dim_reduction,tree,0.348328051356425,0.351024028382519,0.349670843422406
no_sampling,select_l1,standard_scaler,pca,tree,0.415411724752232,0.369632202179372,0.391187156192539
no_sampling,select_l1,standard_scaler,umap,tree,0.243599496663596,0.32821088764485,0.279645173378558
no_sampling,select_l1,log2_transform,no_dim_reduction,tree,0.348328051356425,0.351024028382519,0.349670843422406
no_sampling,select_l1,log2_transform,pca,tree,0.311742191853936,0.338430437487041,0.324538565947434
no_sampling,select_l1,log2_transform,umap,tree,0.428752233234657,0.349223857903103,0.384923163270488
oversampling,var_threshold,no_norm,no_dim_reduction,tree,0.641433800156,0.638014029995162,0.639719344811879
oversampling,var_threshold,no_norm,pca,tree,0.631462031207523,0.634228350266086,0.632842167674749
oversampling,var_threshold,no_norm,umap,tree,0.616294178039931,0.615602322206096,0.615948055843504
oversampling,var_threshold,min_max_norm,no_dim_reduction,tree,0.634228374066147,0.630865989356555,0.632542713415838
oversampling,var_threshold,min_max_norm,pca,tree,0.638109781662893,0.636804547653604,0.637456496520877
oversampling,var_threshold,min_max_norm,umap,tree,0.586538564490543,0.587530237058539,0.587033981968386
oversampling,var_threshold,robust_scaler,no_dim_reduction,tree,0.641433800156,0.638014029995162,0.639719344811879
oversampling,var_threshold,robust_scaler,pca,tree,0.425339591553201,0.422532656023222,0.423931477518038
oversampling,var_threshold,robust_scaler,umap,tree,0.555577258714415,0.552987421383648,0.554279314850087
oversampling,var_threshold,standard_scaler,no_dim_reduction,tree,0.638053102556228,0.634820996613449,0.636432946072625
oversampling,var_threshold,standard_scaler,pca,tree,0.630921545519103,0.633575229801645,0.632245603137547
oversampling,var_threshold,standard_scaler,umap,tree,0.626101520922827,0.626439283986454,0.626270356913654
oversampling,var_threshold,log2_transform,no_dim_reduction,tree,0.64210250085377,0.638642960812772,0.640368058391458
oversampling,var_threshold,log2_transform,pca,tree,0.630418846307925,0.629136429608128,0.629776985111493
oversampling,var_threshold,log2_transform,umap,tree,0.590903560844553,0.592017416545718,0.591459964283722
oversampling,select_univariate,no_norm,no_dim_reduction,tree,0.601744119210506,0.598379293662313,0.600056989400291
oversampling,select_univariate,no_norm,pca,tree,0.50221444362774,0.50218916303822,0.502201803014827
oversampling,select_univariate,no_norm,umap,tree,0.498691887151582,0.495319303338171,0.496999873819561
oversampling,select_univariate,min_max_norm,no_dim_reduction,tree,0.592561178231851,0.588788098693759,0.590668613094407
oversampling,select_univariate,min_max_norm,pca,tree,0.537753757435142,0.537106918238994,0.537430143206752
oversampling,select_univariate,min_max_norm,umap,tree,0.535004850912754,0.534385582970489,0.534695037637238
oversampling,select_univariate,robust_scaler,no_dim_reduction,tree,0.601744119210506,0.598379293662313,0.600056989400291
oversampling,select_univariate,robust_scaler,pca,tree,0.405883662051656,0.401112723754233,0.403484090081273
oversampling,select_univariate,robust_scaler,umap,tree,0.475675262969945,0.475229801644896,0.475452427966935
oversampling,select_univariate,standard_scaler,no_dim_reduction,tree,0.599921733420518,0.597750362844702,0.598834079793283
oversampling,select_univariate,standard_scaler,pca,tree,0.559040635628156,0.555708756652153,0.557369716806868
oversampling,select_univariate,standard_scaler,umap,tree,0.507284082873911,0.505841799709724,0.506561914676685
oversampling,select_univariate,log2_transform,no_dim_reduction,tree,0.602921127303837,0.599661344944364,0.601286818056618
oversampling,select_univariate,log2_transform,pca,tree,0.551250343155952,0.54800435413643,0.549622556105963
oversampling,select_univariate,log2_transform,umap,tree,0.546267665631247,0.542791485244315,0.54452402760777
no_sampling,no_selection,no_norm,no_dim_reduction,bayesian,0.341184027127671,0.337479198580932,0.310497411852425
no_sampling,no_selection,no_norm,pca,bayesian,0.407351063030576,0.38339002291497,0.255945408353856
no_sampling,no_selection,no_norm,umap,bayesian,0.200610221205187,0.333333333333333,0.25047619047619
no_sampling,no_selection,min_max_norm,no_dim_reduction,bayesian,0.255555555555556,0.330140851806681,0.254148629148629
no_sampling,no_selection,min_max_norm,pca,bayesian,0.378959405995236,0.377800894373102,0.340547506021373
no_sampling,no_selection,min_max_norm,umap,bayesian,0.200610221205187,0.333333333333333,0.25047619047619
no_sampling,no_selection,robust_scaler,no_dim_reduction,bayesian,0.351221146761421,0.35889463755945,0.34697493086722
no_sampling,no_selection,robust_scaler,pca,bayesian,0.30257226199947,0.328849159292098,0.149166878872761
no_sampling,no_selection,robust_scaler,umap,bayesian,0.200610221205187,0.333333333333333,0.25047619047619
no_sampling,no_selection,standard_scaler,no_dim_reduction,bayesian,0.312206572769953,0.335162732859842,0.266060873772112
no_sampling,no_selection,standard_scaler,pca,bayesian,0.373414580162689,0.382582934888569,0.339977801495119
no_sampling,no_selection,standard_scaler,umap,bayesian,0.200610221205187,0.333333333333333,0.25047619047619
no_sampling,no_selection,log2_transform,no_dim_reduction,bayesian,0.283179012345679,0.331408278929622,0.254501853063004
no_sampling,no_selection,log2_transform,pca,bayesian,0.352844381338501,0.354965402474929,0.326200137377653
no_sampling,no_selection,log2_transform,umap,bayesian,0.314500941619586,0.344548867685391,0.289546351084813
no_sampling,var_threshold,no_norm,no_dim_reduction,bayesian,0.342063492063492,0.346124711452843,0.326910882265109
no_sampling,var_threshold,no_norm,pca,bayesian,0.407351063030576,0.38339002291497,0.255945408353856
no_sampling,var_threshold,no_norm,umap,bayesian,0.200610221205187,0.333333333333333,0.25047619047619
no_sampling,var_threshold,min_max_norm,no_dim_reduction,bayesian,0.341422816300009,0.341975329481818,0.339794646193059
no_sampling,var_threshold,min_max_norm,pca,bayesian,0.348954195734359,0.364588212787088,0.318662081990574
no_sampling,var_threshold,min_max_norm,umap,bayesian,0.200610221205187,0.333333333333333,0.25047619047619
no_sampling,var_threshold,robust_scaler,no_dim_reduction,bayesian,0.327221928098636,0.328739789193531,0.317260894170911
no_sampling,var_threshold,robust_scaler,pca,bayesian,0.30257226199947,0.328849159292098,0.149166878872761
no_sampling,var_threshold,robust_scaler,umap,bayesian,0.266510538641686,0.334265265041378,0.264437012263099
no_sampling,var_threshold,standard_scaler,no_dim_reduction,bayesian,0.347093003614743,0.346267490423962,0.345002164683988
no_sampling,var_threshold,standard_scaler,pca,bayesian,0.355035902208833,0.368497050875734,0.315513121575413
no_sampling,var_threshold,standard_scaler,umap,bayesian,0.200610221205187,0.333333333333333,0.25047619047619
no_sampling,var_threshold,log2_transform,no_dim_reduction,bayesian,0.360553536964827,0.362946957963902,0.355753142108104
no_sampling,var_threshold,log2_transform,pca,bayesian,0.367466124661247,0.363789564896911,0.337787142196413
no_sampling,var_threshold,log2_transform,umap,bayesian,0.200610221205187,0.333333333333333,0.25047619047619
no_sampling,select_univariate,no_norm,no_dim_reduction,bayesian,0.37719298245614,0.347247601242951,0.214718666210704
no_sampling,select_univariate,no_norm,pca,bayesian,0.349081642612629,0.349789488935685,0.175915550250643
no_sampling,select_univariate,no_norm,umap,bayesian,0.200610221205187,0.333333333333333,0.25047619047619
no_sampling,select_univariate,min_max_norm,no_dim_reduction,bayesian,0.37719298245614,0.347247601242951,0.214718666210704
no_sampling,select_univariate,min_max_norm,pca,bayesian,0.383401865782651,0.340337591382058,0.248590303437465
no_sampling,select_univariate,min_max_norm,umap,bayesian,0.263818912011683,0.340266905241184,0.278400524418224
no_sampling,select_univariate,robust_scaler,no_dim_reduction,bayesian,0.360028449502134,0.342345640458637,0.208868198503063
no_sampling,select_univariate,robust_scaler,pca,bayesian,0.255399427530575,0.329363304257064,0.256352004178091
no_sampling,select_univariate,robust_scaler,umap,bayesian,0.280486874236874,0.342634011779617,0.283894027899588
no_sampling,select_univariate,standard_scaler,no_dim_reduction,bayesian,0.37719298245614,0.347247601242951,0.214718666210704
no_sampling,select_univariate,standard_scaler,pca,bayesian,0.354917505892436,0.328286483543844,0.2243897582345
no_sampling,select_univariate,standard_scaler,umap,bayesian,0.200610221205187,0.333333333333333,0.25047619047619
no_sampling,select_univariate,log2_transform,no_dim_reduction,bayesian,0.404971690381357,0.388414717346871,0.390644726899356
no_sampling,select_univariate,log2_transform,pca,bayesian,0.375290601296279,0.357077194892592,0.349262206955648
no_sampling,select_univariate,log2_transform,umap,bayesian,0.200610221205187,0.333333333333333,0.25047619047619
no_sampling,select_l1,no_norm,no_dim_reduction,bayesian,0.36837534282356,0.371912140995289,0.358602910992654
no_sampling,select_l1,no_norm,pca,bayesian,0.409392207357159,0.38465745003791,0.25813052607424
no_sampling,select_l1,no_norm,umap,bayesian,0.200610221205187,0.333333333333333,0.25047619047619
no_sampling,select_l1,min_max_norm,no_dim_reduction,bayesian,0.368851283803822,0.37130234115312,0.359115393478511
no_sampling,select_l1,min_max_norm,pca,bayesian,0.35,0.363251857884986,0.341705959756566
no_sampling,select_l1,min_max_norm,umap,bayesian,0.200610221205187,0.333333333333333,0.25047619047619
no_sampling,select_l1,robust_scaler,no_dim_reduction,bayesian,0.35979459583874,0.367880920931397,0.340491872620702
no_sampling,select_l1,robust_scaler,pca,bayesian,0.386507936507936,0.340040428252512,0.159984689769227
no_sampling,select_l1,robust_scaler,umap,bayesian,0.266510538641686,0.334265265041378,0.264437012263099
no_sampling,select_l1,standard_scaler,no_dim_reduction,bayesian,0.368851283803822,0.37130234115312,0.359115393478511
no_sampling,select_l1,standard_scaler,pca,bayesian,0.337953899892523,0.336755808572084,0.315493217852145
no_sampling,select_l1,standard_scaler,umap,bayesian,0.200610221205187,0.333333333333333,0.25047619047619
no_sampling,select_l1,log2_transform,no_dim_reduction,bayesian,0.394412297200471,0.400919482507114,0.386294679445364
no_sampling,select_l1,log2_transform,pca,bayesian,0.391666666666667,0.385828870611305,0.381104853237518
no_sampling,select_l1,log2_transform,umap,bayesian,0.306858669833729,0.340184613913002,0.276835074936887
oversampling,no_selection,no_norm,no_dim_reduction,bayesian,0.69609660160058,0.596589240158794,0.586888149656646
oversampling,no_selection,no_norm,pca,bayesian,0.416836339974014,0.39324866673948,0.33981835016967
oversampling,no_selection,no_norm,umap,bayesian,0.335056689342404,0.340495501125422,0.315338676096297
oversampling,no_selection,min_max_norm,no_dim_reduction,bayesian,0.87986097333163,0.877831412214614,0.878442911824821
oversampling,no_selection,min_max_norm,pca,bayesian,0.537953795379538,0.522336885066544,0.508721462910081
oversampling,no_selection,min_max_norm,umap,bayesian,0.409889454612174,0.404859827956941,0.383779413911544
oversampling,no_selection,robust_scaler,no_dim_reduction,bayesian,0.668162749602534,0.578314347343219,0.561562537618876
oversampling,no_selection,robust_scaler,pca,bayesian,0.354333333333333,0.332117043928068,0.191236786458809
oversampling,no_selection,robust_scaler,umap,bayesian,0.421365078118279,0.404158414132167,0.381805688658889
oversampling,no_selection,standard_scaler,no_dim_reduction,bayesian,0.885309786696828,0.883261626831181,0.884034147600623
oversampling,no_selection,standard_scaler,pca,bayesian,0.544993570721659,0.531692622506271,0.522150121484442
oversampling,no_selection,standard_scaler,umap,bayesian,0.482062883509587,0.472789324757829,0.452481368091533
oversampling,no_selection,log2_transform,no_dim_reduction,bayesian,0.888822815459963,0.885351643356893,0.886114390050637
oversampling,no_selection,log2_transform,pca,bayesian,0.566384612226465,0.566221339449686,0.557027934750087
oversampling,no_selection,log2_transform,umap,bayesian,0.434115821670562,0.419064546361134,0.421020394698534
oversampling,var_threshold,no_norm,no_dim_reduction,bayesian,0.720757278538684,0.664029721510036,0.666795593997944
oversampling,var_threshold,no_norm,pca,bayesian,0.416836339974014,0.39324866673948,0.33981835016967
oversampling,var_threshold,no_norm,umap,bayesian,0.400553491857524,0.381698196133892,0.374216202299903
oversampling,var_threshold,min_max_norm,no_dim_reduction,bayesian,0.729874846065068,0.688889864742883,0.691665349560086
oversampling,var_threshold,min_max_norm,pca,bayesian,0.498311668808186,0.497206017415991,0.477048818548533
oversampling,var_threshold,min_max_norm,umap,bayesian,0.374065774457931,0.371046637188369,0.353655031490083
oversampling,var_threshold,robust_scaler,no_dim_reduction,bayesian,0.636377774422896,0.561849025628553,0.543655350118198
oversampling,var_threshold,robust_scaler,pca,bayesian,0.312667892955438,0.335217144403496,0.192599358020772
oversampling,var_threshold,robust_scaler,umap,bayesian,0.414881310828845,0.407214075718013,0.404156512118018
oversampling,var_threshold,standard_scaler,no_dim_reduction,bayesian,0.730527347649266,0.690176866029884,0.692900909991777
oversampling,var_threshold,standard_scaler,pca,bayesian,0.485738663571221,0.478479529398165,0.455260826617329
oversampling,var_threshold,standard_scaler,umap,bayesian,0.412764583074558,0.395478493116288,0.367742222857826
oversampling,var_threshold,log2_transform,no_dim_reduction,bayesian,0.695599477945987,0.664061249100619,0.66712617878302
oversampling,var_threshold,log2_transform,pca,bayesian,0.578395312314196,0.580450829532194,0.57149500430891
oversampling,var_threshold,log2_transform,umap,bayesian,0.402571976935448,0.397318390756711,0.393441127672972
oversampling,select_univariate,no_norm,no_dim_reduction,bayesian,0.452465114043788,0.371006026649071,0.282213142134436
oversampling,select_univariate,no_norm,pca,bayesian,0.384522715374726,0.343792836706223,0.226089068345992
oversampling,select_univariate,no_norm,umap,bayesian,0.375235662591984,0.381187599297836,0.350480349918918
oversampling,select_univariate,min_max_norm,no_dim_reduction,bayesian,0.452465114043788,0.371006026649071,0.282213142134436
oversampling,select_univariate,min_max_norm,pca,bayesian,0.444293504687439,0.355536676534052,0.256703077581815
oversampling,select_univariate,min_max_norm,umap,bayesian,0.401688675261876,0.389453833285854,0.371706591872649
oversampling,select_univariate,robust_scaler,no_dim_reduction,bayesian,0.437935326041053,0.365989986987362,0.277662079278031
oversampling,select_univariate,robust_scaler,pca,bayesian,0.316569642087107,0.335831331894324,0.175418506808067
oversampling,select_univariate,robust_scaler,umap,bayesian,0.396817654503269,0.390818264834013,0.373725587426138
oversampling,select_univariate,standard_scaler,no_dim_reduction,bayesian,0.452465114043788,0.371006026649071,0.282213142134436
oversampling,select_univariate,standard_scaler,pca,bayesian,0.357491024383613,0.369851366176825,0.286195839675292
oversampling,select_univariate,standard_scaler,umap,bayesian,0.23388712147991,0.357142857142857,0.282508782934514
oversampling,select_univariate,log2_transform,no_dim_reduction,bayesian,0.463718551286459,0.454637502144064,0.452050890688269
oversampling,select_univariate,log2_transform,pca,bayesian,0.463521132009072,0.446795351782228,0.436253407739576
oversampling,select_univariate,log2_transform,umap,bayesian,0.424804296055269,0.42421900715864,0.42147767384959
oversampling,select_l1,no_norm,no_dim_reduction,bayesian,0.675711926546165,0.668115734782402,0.661830636096555
oversampling,select_l1,no_norm,pca,bayesian,0.417881241565452,0.395667133199942,0.341989678868078
oversampling,select_l1,no_norm,umap,bayesian,0.377325876743531,0.378806590617614,0.349345497093646
oversampling,select_l1,min_max_norm,no_dim_reduction,bayesian,0.677993857102678,0.670584870584871,0.664294005146289
oversampling,select_l1,min_max_norm,pca,bayesian,0.54337984438671,0.555355017559742,0.538243131370621
oversampling,select_l1,min_max_norm,umap,bayesian,0.373272050529429,0.371805138471805,0.362236166821982
oversampling,select_l1,robust_scaler,no_dim_reduction,bayesian,0.643210590579012,0.62010720882112,0.604242725382374
oversampling,select_l1,robust_scaler,pca,bayesian,0.325476932205904,0.325656702822057,0.186337258917904
oversampling,select_l1,robust_scaler,umap,bayesian,0.394491519683701,0.388933590508394,0.358611976955474
oversampling,select_l1,standard_scaler,no_dim_reduction,bayesian,0.677993857102678,0.670584870584871,0.664294005146289
oversampling,select_l1,standard_scaler,pca,bayesian,0.510601418535016,0.513605056124741,0.488911409344133
oversampling,select_l1,standard_scaler,umap,bayesian,0.39700472979579,0.389089351819011,0.372415109656765
oversampling,select_l1,log2_transform,no_dim_reduction,bayesian,0.606575591014115,0.60689553445459,0.606574971851636
oversampling,select_l1,log2_transform,pca,bayesian,0.667968215638411,0.666606051120487,0.663927655921001
oversampling,select_l1,log2_transform,umap,bayesian,0.445948321490242,0.444909176142772,0.441652812493361
undersampling,no_selection,no_norm,no_dim_reduction,bayesian,0.361993572519888,0.354216389752248,0.331316445836544
undersampling,no_selection,no_norm,pca,bayesian,0.288117081695063,0.335565276338846,0.249355584930601
undersampling,no_selection,no_norm,umap,bayesian,0.142276422764228,0.333333333333333,0.199430199430199
undersampling,no_selection,min_max_norm,no_dim_reduction,bayesian,0.338183421516755,0.333608329176419,0.293628003378103
undersampling,no_selection,min_max_norm,pca,bayesian,0.396279461279461,0.405728866889221,0.392792728228282
undersampling,no_selection,min_max_norm,umap,bayesian,0.142276422764228,0.333333333333333,0.199430199430199
undersampling,no_selection,robust_scaler,no_dim_reduction,bayesian,0.406493220018098,0.392202269035468,0.390293229302517
undersampling,no_selection,robust_scaler,pca,bayesian,0.324382716049383,0.328311141808321,0.205260704790995
undersampling,no_selection,robust_scaler,umap,bayesian,0.246017699115044,0.341682974559687,0.242406523080921
undersampling,no_selection,standard_scaler,no_dim_reduction,bayesian,0.294088669950739,0.303253904301447,0.275256095893243
undersampling,no_selection,standard_scaler,pca,bayesian,0.394115248438557,0.404001509279511,0.392425969774036
undersampling,no_selection,standard_scaler,umap,bayesian,0.27787610619469,0.350326797385621,0.257987732307974
undersampling,no_selection,log2_transform,no_dim_reduction,bayesian,0.308829365079365,0.314345190130847,0.29473536036036
undersampling,no_selection,log2_transform,pca,bayesian,0.392195068464877,0.396443600271159,0.381812823192134
undersampling,no_selection,log2_transform,umap,bayesian,0.270863883729266,0.364705882352941,0.298112300552813
undersampling,var_threshold,no_norm,no_dim_reduction,bayesian,0.355297410396457,0.357895578322653,0.346633879781421
undersampling,var_threshold,no_norm,pca,bayesian,0.288117081695063,0.335565276338846,0.249355584930601
undersampling,var_threshold,no_norm,umap,bayesian,0.206362378976487,0.325536881419234,0.203737429725236
undersampling,var_threshold,min_max_norm,no_dim_reduction,bayesian,0.376971440750213,0.374273179591471,0.367686066001907
undersampling,var_threshold,min_max_norm,pca,bayesian,0.387735836259127,0.395100597316552,0.382983271872161
undersampling,var_threshold,min_max_norm,umap,bayesian,0.246195652173913,0.333942161339422,0.23247805914249
undersampling,var_threshold,robust_scaler,no_dim_reduction,bayesian,0.377344877344877,0.375048923679061,0.368579931972789
undersampling,var_threshold,robust_scaler,pca,bayesian,0.324382716049383,0.328311141808321,0.205260704790995
undersampling,var_threshold,robust_scaler,umap,bayesian,0.244067796610169,0.33750815394651,0.223509875278239
undersampling,var_threshold,standard_scaler,no_dim_reduction,bayesian,0.391824912163293,0.382013992811737,0.376306878850689
undersampling,var_threshold,standard_scaler,pca,bayesian,0.423533681765389,0.431692951153064,0.422911791247954
undersampling,var_threshold,standard_scaler,umap,bayesian,0.257352941176471,0.312055689855851,0.224495628983843
undersampling,var_threshold,log2_transform,no_dim_reduction,bayesian,0.36750114169469,0.357399946279882,0.348018648018648
undersampling,var_threshold,log2_transform,pca,bayesian,0.376274703609822,0.374779683562923,0.36692364794415
undersampling,var_threshold,log2_transform,umap,bayesian,0.375127575127575,0.360676873489122,0.323791278963693
undersampling,select_univariate,no_norm,no_dim_reduction,bayesian,0.394511352844686,0.347761022217106,0.287516181294557
undersampling,select_univariate,no_norm,pca,bayesian,0.623325453112687,0.346200580688896,0.248488243782361
undersampling,select_univariate,no_norm,umap,bayesian,0.288637725832691,0.362122200478365,0.259436682191173
undersampling,select_univariate,min_max_norm,no_dim_reduction,bayesian,0.394511352844686,0.347761022217106,0.287516181294557
undersampling,select_univariate,min_max_norm,pca,bayesian,0.286675941129964,0.298227875625136,0.203318478537186
undersampling,select_univariate,min_max_norm,umap,bayesian,0.142276422764228,0.333333333333333,0.199430199430199
undersampling,select_univariate,robust_scaler,no_dim_reduction,bayesian,0.394511352844686,0.347761022217106,0.287516181294557
undersampling,select_univariate,robust_scaler,pca,bayesian,0.371394799054373,0.340794034508781,0.177585271335704
undersampling,select_univariate,robust_scaler,umap,bayesian,0.339157514382161,0.322813143522249,0.295453489237673
undersampling,select_univariate,standard_scaler,no_dim_reduction,bayesian,0.394511352844686,0.347761022217106,0.287516181294557
undersampling,select_univariate,standard_scaler,pca,bayesian,0.36448778138919,0.339740096952023,0.27092866857525
undersampling,select_univariate,standard_scaler,umap,bayesian,0.334743034743035,0.338572963431948,0.280679321036642
undersampling,select_univariate,log2_transform,no_dim_reduction,bayesian,0.363077866598993,0.35001279050433,0.315331088664422
undersampling,select_univariate,log2_transform,pca,bayesian,0.328401360544218,0.309956768095366,0.296365728177471
undersampling,select_univariate,log2_transform,umap,bayesian,0.38531746031746,0.36642620518527,0.329975791807853
undersampling,select_l1,no_norm,no_dim_reduction,bayesian,0.354908196211149,0.353597329342696,0.350735155722368
undersampling,select_l1,no_norm,pca,bayesian,0.316116231438812,0.348543801082077,0.266913310283011
undersampling,select_l1,no_norm,umap,bayesian,0.207745504840941,0.328711484593838,0.205664211998839
undersampling,select_l1,min_max_norm,no_dim_reduction,bayesian,0.341034763101111,0.342346162209176,0.338373290403051
undersampling,select_l1,min_max_norm,pca,bayesian,0.467743472460454,0.450020464806927,0.447208558532647
undersampling,select_l1,min_max_norm,umap,bayesian,0.23879587349907,0.331279178338002,0.245440762399827
undersampling,select_l1,robust_scaler,no_dim_reduction,bayesian,0.349477416946622,0.351758694345318,0.34492969248734
undersampling,select_l1,robust_scaler,pca,bayesian,0.352592592592593,0.338786564854252,0.195477073326508
undersampling,select_l1,robust_scaler,umap,bayesian,0.244195003851656,0.332550554468363,0.226274024127334
undersampling,select_l1,standard_scaler,no_dim_reduction,bayesian,0.341034763101111,0.342346162209176,0.338373290403051
undersampling,select_l1,standard_scaler,pca,bayesian,0.399348659003831,0.397847358121331,0.378063747281337
undersampling,select_l1,standard_scaler,umap,bayesian,0.258706467661692,0.356069094304388,0.282395357356315
undersampling,select_l1,log2_transform,no_dim_reduction,bayesian,0.415043464459258,0.414650883184324,0.411998204381081
undersampling,select_l1,log2_transform,pca,bayesian,0.356498409896468,0.351270097079928,0.346046355512467
undersampling,select_l1,log2_transform,umap,bayesian,0.359217171717172,0.369320696315056,0.330975063133352
